QID,title,difficulty,categorySlug,topicTags
2103,Rings and Rods,Easy,algorithms,"hash-table,string"
2104,Sum of Subarray Ranges,Medium,algorithms,"array,stack,monotonic-stack"
2105,Watering Plants II,Medium,algorithms,"array,two-pointers,simulation"
2106,Maximum Fruits Harvested After at Most K Steps,Hard,algorithms,"array,binary-search,sliding-window,prefix-sum"
2107,Number of Unique Flavors After Sharing K Candies,Medium,algorithms,"array,hash-table,sliding-window"
2108,Find First Palindromic String in the Array,Easy,algorithms,"array,two-pointers,string"
2109,Adding Spaces to a String,Medium,algorithms,"array,two-pointers,string,simulation"
2110,Number of Smooth Descent Periods of a Stock,Medium,algorithms,"array,math,dynamic-programming"
2111,Minimum Operations to Make the Array K-Increasing,Hard,algorithms,"array,binary-search"
2112,The Airport With the Most Traffic,Medium,database,database
2113,Elements in Array After Removing and Replacing Elements,Medium,algorithms,array
2114,Maximum Number of Words Found in Sentences,Easy,algorithms,"array,string"
2115,Find All Possible Recipes from Given Supplies,Medium,algorithms,"array,hash-table,string,graph,topological-sort"
2116,Check if a Parentheses String Can Be Valid,Medium,algorithms,"string,stack,greedy"
2117,Abbreviating the Product of a Range,Hard,algorithms,math
2118,Build the Equation,Hard,database,database
2119,A Number After a Double Reversal,Easy,algorithms,math
2120,Execution of All Suffix Instructions Staying in a Grid,Medium,algorithms,"string,simulation"
2121,Intervals Between Identical Elements,Medium,algorithms,"array,hash-table,prefix-sum"
2122,Recover the Original Array,Hard,algorithms,"array,hash-table,two-pointers,sorting,enumeration"
2123,Minimum Operations to Remove Adjacent Ones in Matrix,Hard,algorithms,"array,graph,matrix"
2124,Check if All A's Appears Before All B's,Easy,algorithms,string
2125,Number of Laser Beams in a Bank,Medium,algorithms,"array,math,string,matrix"
2126,Destroying Asteroids,Medium,algorithms,"array,greedy,sorting"
2127,Maximum Employees to Be Invited to a Meeting,Hard,algorithms,"depth-first-search,graph,topological-sort"
2128,Remove All Ones With Row and Column Flips,Medium,algorithms,"array,math,bit-manipulation,matrix"
2129,Capitalize the Title,Easy,algorithms,string
2130,Maximum Twin Sum of a Linked List,Medium,algorithms,"linked-list,two-pointers,stack"
2131,Longest Palindrome by Concatenating Two Letter Words,Medium,algorithms,"array,hash-table,string,greedy,counting"
2132,Stamping the Grid,Hard,algorithms,"array,greedy,matrix,prefix-sum"
2133,Check if Every Row and Column Contains All Numbers,Easy,algorithms,"array,hash-table,matrix"
2134,Minimum Swaps to Group All 1's Together II,Medium,algorithms,"array,sliding-window"
2135,Count Words Obtained After Adding a Letter,Medium,algorithms,"array,hash-table,string,bit-manipulation,sorting"
2136,Earliest Possible Day of Full Bloom,Hard,algorithms,"array,greedy,sorting"
2137,Pour Water Between Buckets to Make Water Levels Equal,Medium,algorithms,"array,binary-search"
2138,Divide a String Into Groups of Size k,Easy,algorithms,"string,simulation"
2139,Minimum Moves to Reach Target Score,Medium,algorithms,"math,greedy"
2140,Solving Questions With Brainpower,Medium,algorithms,"array,dynamic-programming"
2141,Maximum Running Time of N Computers,Hard,algorithms,"array,binary-search,greedy,sorting"
2142,The Number of Passengers in Each Bus I,Medium,database,database
2143,Choose Numbers From Two Arrays in Range,Hard,algorithms,"array,dynamic-programming"
2144,Minimum Cost of Buying Candies With Discount,Easy,algorithms,"array,greedy,sorting"
2145,Count the Hidden Sequences,Medium,algorithms,"array,prefix-sum"
2146,K Highest Ranked Items Within a Price Range,Medium,algorithms,"array,breadth-first-search,sorting,heap-priority-queue,matrix"
2147,Number of Ways to Divide a Long Corridor,Hard,algorithms,"math,string,dynamic-programming"
2148,Count Elements With Strictly Smaller and Greater Elements ,Easy,algorithms,"array,sorting,counting"
2149,Rearrange Array Elements by Sign,Medium,algorithms,"array,two-pointers,simulation"
2150,Find All Lonely Numbers in the Array,Medium,algorithms,"array,hash-table,counting"
2151,Maximum Good People Based on Statements,Hard,algorithms,"array,backtracking,bit-manipulation,enumeration"
2152,Minimum Number of Lines to Cover Points,Medium,algorithms,"array,hash-table,math,dynamic-programming,backtracking,bit-manipulation,geometry,bitmask"
2153,The Number of Passengers in Each Bus II,Hard,database,database
2154,Keep Multiplying Found Values by Two,Easy,algorithms,"array,hash-table,sorting,simulation"
2155,All Divisions With the Highest Score of a Binary Array,Medium,algorithms,array
2156,Find Substring With Given Hash Value,Hard,algorithms,"string,sliding-window,rolling-hash,hash-function"
2157,Groups of Strings,Hard,algorithms,"string,bit-manipulation,union-find"
2158,Amount of New Area Painted Each Day,Hard,algorithms,"array,segment-tree,ordered-set"
2159,Order Two Columns Independently,Medium,database,database
2160,Minimum Sum of Four Digit Number After Splitting Digits,Easy,algorithms,"math,greedy,sorting"
2161,Partition Array According to Given Pivot,Medium,algorithms,"array,two-pointers,simulation"
2162,Minimum Cost to Set Cooking Time,Medium,algorithms,"math,enumeration"
2163,Minimum Difference in Sums After Removal of Elements,Hard,algorithms,"array,dynamic-programming,heap-priority-queue"
2164,Sort Even and Odd Indices Independently,Easy,algorithms,"array,sorting"
2165,Smallest Value of the Rearranged Number,Medium,algorithms,"math,sorting"
2166,Design Bitset,Medium,algorithms,"array,hash-table,string,design"
2167,Minimum Time to Remove All Cars Containing Illegal Goods,Hard,algorithms,"string,dynamic-programming"
2168,Unique Substrings With Equal Digit Frequency,Medium,algorithms,"hash-table,string,rolling-hash,counting,hash-function"
2169,Count Operations to Obtain Zero,Easy,algorithms,"math,simulation"
2170,Minimum Operations to Make the Array Alternating,Medium,algorithms,"array,hash-table,greedy,counting"
2171,Removing Minimum Number of Magic Beans,Medium,algorithms,"array,greedy,sorting,enumeration,prefix-sum"
2172,Maximum AND Sum of Array,Hard,algorithms,"array,dynamic-programming,bit-manipulation,bitmask"
2173,Longest Winning Streak,Hard,database,database
2174,Remove All Ones With Row and Column Flips II,Medium,algorithms,"array,bit-manipulation,breadth-first-search,matrix"
2175,The Change in Global Rankings,Medium,database,database
2176,Count Equal and Divisible Pairs in an Array,Easy,algorithms,array
2177,Find Three Consecutive Integers That Sum to a Given Number,Medium,algorithms,"math,simulation"
2178,Maximum Split of Positive Even Integers,Medium,algorithms,"math,backtracking,greedy"
2179,Count Good Triplets in an Array,Hard,algorithms,"array,binary-search,divide-and-conquer,binary-indexed-tree,segment-tree,merge-sort,ordered-set"
2180,Count Integers With Even Digit Sum,Easy,algorithms,"math,simulation"
2181,Merge Nodes in Between Zeros,Medium,algorithms,"linked-list,simulation"
2182,Construct String With Repeat Limit,Medium,algorithms,"hash-table,string,greedy,heap-priority-queue,counting"
2183,Count Array Pairs Divisible by K,Hard,algorithms,"array,math,number-theory"
2184,Number of Ways to Build Sturdy Brick Wall,Medium,algorithms,"array,dynamic-programming,bit-manipulation,bitmask"
2185,Counting Words With a Given Prefix,Easy,algorithms,"array,string,string-matching"
2186,Minimum Number of Steps to Make Two Strings Anagram II,Medium,algorithms,"hash-table,string,counting"
2187,Minimum Time to Complete Trips,Medium,algorithms,"array,binary-search"
2188,Minimum Time to Finish the Race,Hard,algorithms,"array,dynamic-programming"
2189,Number of Ways to Build House of Cards,Medium,algorithms,"math,dynamic-programming"
2190,Most Frequent Number Following Key In an Array,Easy,algorithms,"array,hash-table,counting"
2191,Sort the Jumbled Numbers,Medium,algorithms,"array,sorting"
2192,All Ancestors of a Node in a Directed Acyclic Graph,Medium,algorithms,"depth-first-search,breadth-first-search,graph,topological-sort"
2193,Minimum Number of Moves to Make Palindrome,Hard,algorithms,"two-pointers,string,greedy,binary-indexed-tree"
2194,Cells in a Range on an Excel Sheet,Easy,algorithms,string
2195,Append K Integers With Minimal Sum,Medium,algorithms,"array,math,greedy,sorting"
2196,Create Binary Tree From Descriptions,Medium,algorithms,"array,hash-table,tree,binary-tree"
2197,Replace Non-Coprime Numbers in Array,Hard,algorithms,"array,math,stack,number-theory"
2198,Number of Single Divisor Triplets,Medium,algorithms,math
2199,Finding the Topic of Each Post,Hard,database,database
2200,Find All K-Distant Indices in an Array,Easy,algorithms,"array,two-pointers"
2201,Count Artifacts That Can Be Extracted,Medium,algorithms,"array,hash-table,simulation"
2202,Maximize the Topmost Element After K Moves,Medium,algorithms,"array,greedy"
2203,Minimum Weighted Subgraph With the Required Paths,Hard,algorithms,"graph,shortest-path"
2204,Distance to a Cycle in Undirected Graph,Hard,algorithms,"depth-first-search,breadth-first-search,union-find,graph"
2205,The Number of Users That Are Eligible for Discount,Easy,database,database
2206,Divide Array Into Equal Pairs,Easy,algorithms,"array,hash-table,bit-manipulation,counting"
2207,Maximize Number of Subsequences in a String,Medium,algorithms,"string,greedy,prefix-sum"
2208,Minimum Operations to Halve Array Sum,Medium,algorithms,"array,greedy,heap-priority-queue"
2209,Minimum White Tiles After Covering With Carpets,Hard,algorithms,"string,dynamic-programming,prefix-sum"
2210,Count Hills and Valleys in an Array,Easy,algorithms,array
2211,Count Collisions on a Road,Medium,algorithms,"string,stack,simulation"
2212,Maximum Points in an Archery Competition,Medium,algorithms,"array,backtracking,bit-manipulation,enumeration"
2213,Longest Substring of One Repeating Character,Hard,algorithms,"array,string,segment-tree,ordered-set"
2214,Minimum Health to Beat Game,Medium,algorithms,"array,greedy"
2215,Find the Difference of Two Arrays,Easy,algorithms,"array,hash-table"
2216,Minimum Deletions to Make Array Beautiful,Medium,algorithms,"array,stack,greedy"
2217,Find Palindrome With Fixed Length,Medium,algorithms,"array,math"
2218,Maximum Value of K Coins From Piles,Hard,algorithms,"array,dynamic-programming,prefix-sum"
2219,Maximum Sum Score of Array,Medium,algorithms,"array,prefix-sum"
2220,Minimum Bit Flips to Convert Number,Easy,algorithms,bit-manipulation
2221,Find Triangular Sum of an Array,Medium,algorithms,"array,math,simulation,combinatorics"
2222,Number of Ways to Select Buildings,Medium,algorithms,"string,dynamic-programming,prefix-sum"
2223,Sum of Scores of Built Strings,Hard,algorithms,"string,binary-search,rolling-hash,suffix-array,string-matching,hash-function"
2224,Minimum Number of Operations to Convert Time,Easy,algorithms,"string,greedy"
2225,Find Players With Zero or One Losses,Medium,algorithms,"array,hash-table,sorting,counting"
2226,Maximum Candies Allocated to K Children,Medium,algorithms,"array,binary-search"
2227,Encrypt and Decrypt Strings,Hard,algorithms,"array,hash-table,string,design,trie"
2228,Users With Two Purchases Within Seven Days,Medium,database,database
2229,Check if an Array Is Consecutive,Easy,algorithms,"array,hash-table,sorting"
2230,The Users That Are Eligible for Discount,Easy,database,database
2231,Largest Number After Digit Swaps by Parity,Easy,algorithms,"sorting,heap-priority-queue"
2232,Minimize Result by Adding Parentheses to Expression,Medium,algorithms,"string,enumeration"
2233,Maximum Product After K Increments,Medium,algorithms,"array,greedy,heap-priority-queue"
2234,Maximum Total Beauty of the Gardens,Hard,algorithms,"array,two-pointers,binary-search,greedy,sorting,enumeration,prefix-sum"
2235,Add Two Integers,Easy,algorithms,math
2236,Root Equals Sum of Children,Easy,algorithms,"tree,binary-tree"
2237,Count Positions on Street With Required Brightness,Medium,algorithms,"array,prefix-sum"
2238,Number of Times a Driver Was a Passenger,Medium,database,database
2239,Find Closest Number to Zero,Easy,algorithms,array
2240,Number of Ways to Buy Pens and Pencils,Medium,algorithms,"math,enumeration"
2241,Design an ATM Machine,Medium,algorithms,"array,greedy,design"
2242,Maximum Score of a Node Sequence,Hard,algorithms,"array,graph,sorting,enumeration"
2243,Calculate Digit Sum of a String,Easy,algorithms,"string,simulation"
2244,Minimum Rounds to Complete All Tasks,Medium,algorithms,"array,hash-table,greedy,counting"
2245,Maximum Trailing Zeros in a Cornered Path,Medium,algorithms,"array,matrix,prefix-sum"
2246,Longest Path With Different Adjacent Characters,Hard,algorithms,"array,string,tree,depth-first-search,graph,topological-sort"
2247,Maximum Cost of Trip With K Highways,Hard,algorithms,"dynamic-programming,bit-manipulation,graph,bitmask"
2248,Intersection of Multiple Arrays,Easy,algorithms,"array,hash-table,sorting,counting"
2249,Count Lattice Points Inside a Circle,Medium,algorithms,"array,hash-table,math,geometry,enumeration"
2250,Count Number of Rectangles Containing Each Point,Medium,algorithms,"array,hash-table,binary-search,binary-indexed-tree,sorting"
2251,Number of Flowers in Full Bloom,Hard,algorithms,"array,hash-table,binary-search,sorting,prefix-sum,ordered-set"
2252,Dynamic Pivoting of a Table,Hard,database,database
2253,Dynamic Unpivoting of a Table,Hard,database,database
2254,Design Video Sharing Platform,Hard,algorithms,"hash-table,stack,design,ordered-set"
2255,Count Prefixes of a Given String,Easy,algorithms,"array,string"
2256,Minimum Average Difference,Medium,algorithms,"array,prefix-sum"
2257,Count Unguarded Cells in the Grid,Medium,algorithms,"array,matrix,simulation"
2258,Escape the Spreading Fire,Hard,algorithms,"array,binary-search,breadth-first-search,matrix"
2259,Remove Digit From Number to Maximize Result,Easy,algorithms,"string,greedy,enumeration"
2260,Minimum Consecutive Cards to Pick Up,Medium,algorithms,"array,hash-table,sliding-window"
2261,K Divisible Elements Subarrays,Medium,algorithms,"array,hash-table,trie,rolling-hash,hash-function,enumeration"
2262,Total Appeal of A String,Hard,algorithms,"hash-table,string,dynamic-programming"
2263,Make Array Non-decreasing or Non-increasing,Hard,algorithms,"dynamic-programming,greedy"
2264,Largest 3-Same-Digit Number in String,Easy,algorithms,string
